set1_id,DataVizRoles_collapsed,JobTitle_cleaned__,YearsDataVizExperience_buckets,OrgSector_,OrgSector_Public,OrgSector_Private,OrgSector_Nonprofit,OrgSector_Academia,OrgSector_Other__,TimeWorked,TimeDataPrep,TimeDataAnalysis,TimeIdeating,TimeProducingViz,TimeManagingDataViz,TimeOtherVizTasks,OtherVizTasks__
dzoU,Employee,Senior data and graphic journalist,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,6–10 hours,[^not chosen],None,21–30 hours,11–20 hours,[^not chosen],[^not chosen]
oVea,Employee,Principal Data Analyst,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
VNNs,EmployeeAND,Head of Design,11-15,4,x,x,x,x,[^not chosen],41–50 hours,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
jpsD,Employee,Data Product Design Manager,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],More than 70 hours,[^not chosen],[^not chosen],5 hours or less,5 hours or less,5 hours or less,[^not chosen],[^not chosen]
Hssy,Employee,Visual Analytics Developer,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],21–30 hours,5 hours or less,[^not chosen],11–20 hours,6–10 hours,11–20 hours,11–20 hours,Code documentation; Status updates; Waiting on client for data; Waiting on client for design approval; Waiting on client for feedback; Peer review; External Author Review; Final approval;
WFTx,Freelance,Creative Technologist,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],21–30 hours,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
WQCu,Passive income,Designer,16-20,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[^not answered],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
Fmgu,OtherCombo,[^not answered],1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[^not answered],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
qsXe,FreelanceAND,UX Designer,21-25,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],61–70 hours,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
AteN,Freelance,Data Analytics Consultant,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[^not answered],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
hlAE,EmployeeANDFreelanceAND,Design Lead,11-15,4,x,x,x,x,[^not chosen],[^not answered],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
vKws,Employee,CEO; Founder,16-20,4,x,x,x,x,[^not chosen],31–40 hours,21–30 hours,[^not chosen],6–10 hours,[^not chosen],6–10 hours,[^not chosen],[^not chosen]
lLvJ,Skipped question,Data Research Analyst,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[^not answered],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
lPsm,Freelance,Principal,16-20,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],31–40 hours,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
wdcA,Employee,Senior Data & Visualization Analyst,6-10,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not answered],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
ojVV,Employee,Program Evaluator,6-10,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not answered],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
gYpB,Freelance,[^not answered],1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],41–50 hours,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
ImYu,Employee,Data Visualization Specialist,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,[^not chosen],[^not chosen],6–10 hours,6–10 hours,11–20 hours,[^not chosen],[^not chosen]
WfRP,Freelance,[^not answered],6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],20 hours or less,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
TFcb,Employee,Systems Programmer/Analyst,11-15,1,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],31–40 hours,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],11–20 hours,Automating visualization production
eTsw,Employee,Sr. Product Designer,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,[^not chosen],[^not chosen],11–20 hours,21–30 hours,5 hours or less,[^not chosen],[^not chosen]
wnlN,Employee,Data Visualisation Manager,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
HFoH,Hobbyist,Environmental communications,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],20 hours or less,6–10 hours,[^not chosen],5 hours or less,[^not chosen],[^not chosen],[^not chosen],[^not chosen]
CKTF,EmployeeAND,Communication Consultant,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,[^not chosen],[^not chosen],[^not chosen],5 hours or less,6–10 hours,[^not chosen],[^not chosen]
GyPm,Academic,Associate Professor,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[^not answered],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
ubUF,Employee,Director,11-15,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,[^not chosen],[^not chosen],[^not chosen],[^not chosen],6–10 hours,[^not chosen],[^not chosen]
lrdE,Employee,Data Journalist,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],51–60 hours,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
Llze,Employee,Enrollment Research Analyst,1-5,2,[^not chosen],[^not chosen],x,x,[^not chosen],31–40 hours,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
LtzT,Freelance,Independent Consultant,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[^not answered],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
JmKk,Employee,Data Analyst,1-5,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
VXDG,Employee,Journalist,1-5,0,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
gPVc,Freelance,[^not answered],,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],41–50 hours,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
HVUA,Employee,[^not answered],1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
dUik,Student,Graphic Designer,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
lxYM,FreelanceAND,Information Designer,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
DVaZ,Academic,[^not answered],Less than 1 year,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
DvhN,Student,Student,Less than 1 year,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
VIqS,Employee,Senior Manager Digital Analytics,16-20,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
AyQz,Employee,Graphics and data visualisation manager,11-15,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
mAZb,Student,Postgraduate Researcher,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
tLXy,EmployeeAND,"EVP,  Strategy Lead",6-10,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
DtyV,EmployeeANDFreelanceAND,Product officer,1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
hyKM,Employee,Senior Journalist-Engineer,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
ONqq,Employee,Editorial developer,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
cncM,Employee,Business Intelligence Lead,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
JBSz,Academic,[^not answered],6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
gYrW,Freelance,[^not answered],16-20,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
nyQP,Academic,Professor,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
VspF,EmployeeAND,Librarian,1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
XNxW,Employee,Data Analyst and Visualization Developer,6-10,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
yfqx,Employee,chief integration officer,6-10,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
feRM,EmployeeAND,Business Intelligence Developer,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
thIX,Freelance,Consultant,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
aXev,Employee,Business Intelligence Data Analyst,Less than 1 year,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
NiEz,Employee,Community Philanthropy Officer,1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
fXWb,Employee,,1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
SprU,Employee,Tableau & Data Viz Consultant,1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
owWg,Employee,Senior manager Insights and Analytics,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
eSRf,Academic,Adjunct Professor,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
uLKC,FreelanceAND,Student,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
eCaO,Academic,[^not answered],More than 30,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
royT,EmployeeANDFreelance,Data Strategist,6-10,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],K-12 Education,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
nRkD,Employee,Senior BI engineer,6-10,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
wPyl,Student,[^not answered],6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
acSN,Employee,[^not answered],6-10,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
TpBD,Employee,"Data Analyst, Team Lead CRM",1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
AERn,Employee,Analyst,1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
Wrrm,EmployeeANDFreelanceAND,Graphic Designer,Less than 1 year,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
AMhD,Employee,[^not answered],1-5,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
gSYZ,Freelance,Data and evaluation consultant,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
QWFs,Freelance,[^not answered],6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
Svnk,Employee,Director of Program Evaluation,16-20,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],31–40 hours,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
JqKl,Employee,Program Management Leader,6-10,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
tuZp,Freelance,Consultant,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
VoSa,Employee,Program and Policy Development Specialist,6-10,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
DCuk,Employee,Research and Community Planning Associate,1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
XWVV,Employee,Director - People Analytics & Insights,11-15,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
BsIU,Employee,Junior Associate Data Scientist,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
oDgG,Freelance,Information Designer,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
nRwc,Hobbyist,Founder,Less than 1 year,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
QjoN,Employee,[^not answered],6-10,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
Scfb,Employee,Data governance specialist,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
apKu,Employee,Research Consultant,1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
fiNh,Academic,Post Doctoral Researcher,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
Ccmn,Employee,Graphics reporter,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
nhwM,Employee,SVP analytics,6-10,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
KSnD,FreelanceAND,Adjunct Professor,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
LCpf,Freelance,Data visualization + UX specialist,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
uZlh,Hobbyist,Principal Consultant,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
KxWc,Employee,VP Design and UX,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
ipBd,Academic,Visualization Librarian,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
bpTS,Employee,Data Scientist,1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
deGe,Employee,Data analyst senior,6-10,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
oLMG,Employee,Science Analyst,1-5,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
AttD,EmployeeANDFreelanceAND,Communications Manager,1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
EbNG,Freelance,Data Visualization Manager,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
nPBS,Employee,Senior Specialist,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
ThlO,Freelance,Content Director,11-15,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
gkgx,Employee,Data Strategy Lead,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
gxvH,Employee,Lead Data Analyst,16-20,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
MAdk,Freelance,Independent Consultant,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
DuXU,Academic,[^not answered],6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
BuPX,EmployeeANDFreelanceAND,Associate Analyst,1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
EUJz,EmployeeANDFreelance,Lab Engineer and Data Analyst,1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
jytS,Employee,Lead Data Visualisation Developer,6-10,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
vrRf,Employee,Data Analyst,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
azTz,Freelance,Data Visualization Designer,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
YipZ,EmployeeANDFreelance,Experience Designer,6-10,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
EagB,Employee,Data Scientist,1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
hVPZ,Employee,Solutions Architect,1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
SzID,Employee,Business Intelligence Analyst,6-10,2,x,x,[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
HmuS,Employee,Data Visualization Engineer,1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
KULM,Employee,[^not answered],1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
oCKz,Freelance,[^not answered],,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
JSop,FreelanceAND,Graphic Designer,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
TiJp,Academic,[^not answered],6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
Tjkg,Employee,Senior Analyst,6-10,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
znoy,Freelance,Data Visualization Engineer,11-15,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
uTTf,Employee,Data Visualization Engineer,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
vMJw,Freelance,Senior Data Analyst,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
gOfX,Employee,Data Visualization Designer,1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
XRNm,Employee,ML Visualization Developer,1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
